"title","url","stars","name","reviewUrl","text"
"Puskesmas Morokrembangan","https://www.google.com/maps/search/?api=1&query=Puskesmas%20Morokrembangan&query_place_id=ChIJS8lKGdP-1y0RhBcGeLwfTyY","5","Erna Susanti","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2toNVJGZG9WemhVWW5GMFlVRmxSVzlRVEdveVoyYxAB!2m1!1s0x0:0x264f1fbc78061784!3m1!1s2@1:CAIQACodChtycF9oOkh5RFdoVzhUYnF0YUFlRW9QTGoyZ2c%7C%7C?hl=id","Pelayanan di puskesmas Morokrembangan jauh lebih baik daripada dlu di gedung lama, tempat duduknya pas dan ruangan bersih"
"Puskesmas Morokrembangan","https://www.google.com/maps/search/?api=1&query=Puskesmas%20Morokrembangan&query_place_id=ChIJS8lKGdP-1y0RhBcGeLwfTyY","5","Dewi Cantika","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tSelZEYzFWMlV6WWpkMVdEVkhORWxpWlZoaGMxRRAB!2m1!1s0x0:0x264f1fbc78061784!3m1!1s2@1:CAIQACodChtycF9oOkRzVDc1V2UzYjd1WDVHNEliZVhhc1E%7C%7C?hl=id","Puskesmas morokrembangan pelayanannya sudah lebih baik, ruang tunggunya luas dan bersih"
"Puskesmas Morokrembangan","https://www.google.com/maps/search/?api=1&query=Puskesmas%20Morokrembangan&query_place_id=ChIJS8lKGdP-1y0RhBcGeLwfTyY","5","D4 EnvHealth 57 Surabaya","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tsM1JIcE5UMnRXWjFaMGFDMXRTMWxXVEhvNVJHYxAB!2m1!1s0x0:0x264f1fbc78061784!3m1!1s2@1:CAIQACodChtycF9oOkl3RHpNT2tWZ1Z0aC1tS1lWTHo5RGc%7C%7C?hl=id",
"Puskesmas Morokrembangan","https://www.google.com/maps/search/?api=1&query=Puskesmas%20Morokrembangan&query_place_id=ChIJS8lKGdP-1y0RhBcGeLwfTyY","5","Kesling Morokrembangan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sQ00xbGlibGhqUjBsT2MxY3dkbTB3VlRJemVWRRAB!2m1!1s0x0:0x264f1fbc78061784!3m1!1s2@1:CAIQACodChtycF9oOnlCM1liblhjR0lOc1cwdm0wVTIzeVE%7C%7C?hl=id",
"Puskesmas Morokrembangan","https://www.google.com/maps/search/?api=1&query=Puskesmas%20Morokrembangan&query_place_id=ChIJS8lKGdP-1y0RhBcGeLwfTyY","5","keslingmoro - akreditasi","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21KRldFd3ljM0ZyYkVFMFgweHpVWGhQTjBKdmVuYxAB!2m1!1s0x0:0x264f1fbc78061784!3m1!1s2@1:CAIQACodChtycF9oOmJFWEwyc3FrbEE0X0xzUXhPN0Jvenc%7C%7C?hl=id",
"Puskesmas Morokrembangan","https://www.google.com/maps/search/?api=1&query=Puskesmas%20Morokrembangan&query_place_id=ChIJS8lKGdP-1y0RhBcGeLwfTyY","3","Hazwan Arfa","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2poc1dtUlhPV3BqYXkxR05VeFVWRVZMTURoMk5IYxAB!2m1!1s0x0:0x264f1fbc78061784!3m1!1s2@1:CAIQACodChtycF9oOjhsWmRXOWpjay1GNUxUVEVLMDh2NHc%7C%7C?hl=id",
"Puskesmas Morokrembangan","https://www.google.com/maps/search/?api=1&query=Puskesmas%20Morokrembangan&query_place_id=ChIJS8lKGdP-1y0RhBcGeLwfTyY","5","Siti Khotijah","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20xeVUwWTJlbXQxYjJ4SlRYTjRVM2t3T1V4VGQxRRAB!2m1!1s0x0:0x264f1fbc78061784!3m1!1s2@1:CAIQACodChtycF9oOm1yU0Y2emt1b2xJTXN4U3kwOUxTd1E%7C%7C?hl=id","Periksa ke posyandu tekanan darah tinggi trus diminta berobat ke puskesmas. Petugase ramah dan baik"
"Puskesmas Morokrembangan","https://www.google.com/maps/search/?api=1&query=Puskesmas%20Morokrembangan&query_place_id=ChIJS8lKGdP-1y0RhBcGeLwfTyY","5","LILIS BANDRIYAH HENDRAWATI","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21SVVVEbFVjVWRIU25jeGNGbDNjSFpVWlZvNVNVRRAB!2m1!1s0x0:0x264f1fbc78061784!3m1!1s2@1:CAIQACodChtycF9oOmRUUDlUcUdHSncxcFl3cHZUZVo5SUE%7C%7C?hl=id","Puskesmasnya bersih dan ramah ramah petugasnya"
"Puskesmas Morokrembangan","https://www.google.com/maps/search/?api=1&query=Puskesmas%20Morokrembangan&query_place_id=ChIJS8lKGdP-1y0RhBcGeLwfTyY","5","Lilis Bandriyah Hendrawati","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sRU1XUmhZUzF0VmxWMGVIaFZUazAwV1dnNWVWRRAB!2m1!1s0x0:0x264f1fbc78061784!3m1!1s2@1:CAIQACodChtycF9oOnlEMWRhYS1tVlV0eHhVTk00WWg5eVE%7C%7C?hl=id","Pelayanan di puskesmas morokrembangan baik dan petugasnya ramah"
"Puskesmas Morokrembangan","https://www.google.com/maps/search/?api=1&query=Puskesmas%20Morokrembangan&query_place_id=ChIJS8lKGdP-1y0RhBcGeLwfTyY","5","Yosua Hanggi","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21oQ1dITnBabk5uUmxCRlF6RmthRGxzYTBSTlFrRRAB!2m1!1s0x0:0x264f1fbc78061784!3m1!1s2@1:CAIQACodChtycF9oOmhCWHNpZnNnRlBFQzFkaDlsa0RNQkE%7C%7C?hl=id","Pelayanan di puskesmas baik, dapat rujukan pas periksa di posyandu karena tensi darah dan gula darah tinggi terus periksa ke petugas laboratoriumnya sabar dan ramah"
"Puskesmas Morokrembangan","https://www.google.com/maps/search/?api=1&query=Puskesmas%20Morokrembangan&query_place_id=ChIJS8lKGdP-1y0RhBcGeLwfTyY","5","Nanik Sariatun","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s5WWNtRmpVSEp0VFZkeGRHZG9VbGhWUVdSVVVGRRAB!2m1!1s0x0:0x264f1fbc78061784!3m1!1s2@1:CAIQACodChtycF9oOk9YcmFjUHJtTVdxdGdoUlhVQWRUUFE%7C%7C?hl=id","Pelayanan di puskesmas mantap, pada datang kesana ada senam puskesmas Moro mantap"
"Puskesmas Morokrembangan","https://www.google.com/maps/search/?api=1&query=Puskesmas%20Morokrembangan&query_place_id=ChIJS8lKGdP-1y0RhBcGeLwfTyY","5","Keyla Dewi NS","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2kxYVZtTXphVXAyU0dNdFZGTTBRV0prZWxoZk1XYxAB!2m1!1s0x0:0x264f1fbc78061784!3m1!1s2@1:CAIQACodChtycF9oOi1aVmMzaUp2SGMtVFM0QWJkelhfMWc%7C%7C?hl=id","Pelayanan di puskesmas morokrembangan sudah baik, petugas nya ramah dan promkesnya ramah."
